src,trg,item,sys_id_0,sid_0,tst_0,rid_0,sys_id_1,sid_1,tst_1,rid_1,sys_id_2,sid_2,tst_2,rid_2,sys_id_3,sid_3,tst_3,rid_3,sys_id_4,sid_4,tst_4,rid_4,sys_id_5,sid_5,tst_5,rid_5,sys_id_6,sid_6,tst_6,rid_6,sys_id_7,sid_7,tst_7,rid_7,sys_id_8,sid_8,tst_8,rid_8,sys_id_9,sid_9,tst_9,rid_9,sys_id_10,sid_10,tst_10,rid_10,sys_id_11,sid_11,tst_11,rid_11,sys_id_12,sid_12,tst_12,rid_12,sys_id_13,sid_13,tst_13,rid_13,sys_id_14,sid_14,tst_14,rid_14,sys_id_15,sid_15,tst_15,rid_15,sys_id_16,sid_16,tst_16,rid_16,sys_id_17,sid_17,tst_17,rid_17,sys_id_18,sid_18,tst_18,rid_18,sys_id_19,sid_19,tst_19,rid_19,sys_id_20,sid_20,tst_20,rid_20,sys_id_21,sid_21,tst_21,rid_21,sys_id_22,sid_22,tst_22,rid_22,sys_id_23,sid_23,tst_23,rid_23,sys_id_24,sid_24,tst_24,rid_24,sys_id_25,sid_25,tst_25,rid_25,sys_id_26,sid_26,tst_26,rid_26,sys_id_27,sid_27,tst_27,rid_27,sys_id_28,sid_28,tst_28,rid_28,sys_id_29,sid_29,tst_29,rid_29,sys_id_30,sid_30,tst_30,rid_30,sys_id_31,sid_31,tst_31,rid_31,sys_id_32,sid_32,tst_32,rid_32,sys_id_33,sid_33,tst_33,rid_33,sys_id_34,sid_34,tst_34,rid_34,sys_id_35,sid_35,tst_35,rid_35,sys_id_36,sid_36,tst_36,rid_36,sys_id_37,sid_37,tst_37,rid_37,sys_id_38,sid_38,tst_38,rid_38,sys_id_39,sid_39,tst_39,rid_39,sys_id_40,sid_40,tst_40,rid_40,sys_id_41,sid_41,tst_41,rid_41,sys_id_42,sid_42,tst_42,rid_42,sys_id_43,sid_43,tst_43,rid_43,sys_id_44,sid_44,tst_44,rid_44,sys_id_45,sid_45,tst_45,rid_45,sys_id_46,sid_46,tst_46,rid_46,sys_id_47,sid_47,tst_47,rid_47,sys_id_48,sid_48,tst_48,rid_48,sys_id_49,sid_49,tst_49,rid_49,sys_id_50,sid_50,tst_50,rid_50,sys_id_51,sid_51,tst_51,rid_51,sys_id_52,sid_52,tst_52,rid_52,sys_id_53,sid_53,tst_53,rid_53,sys_id_54,sid_54,tst_54,rid_54,sys_id_55,sid_55,tst_55,rid_55,sys_id_56,sid_56,tst_56,rid_56,sys_id_57,sid_57,tst_57,rid_57,sys_id_58,sid_58,tst_58,rid_58,sys_id_59,sid_59,tst_59,rid_59,sys_id_60,sid_60,tst_60,rid_60,sys_id_61,sid_61,tst_61,rid_61,sys_id_62,sid_62,tst_62,rid_62,sys_id_63,sid_63,tst_63,rid_63,sys_id_64,sid_64,tst_64,rid_64,sys_id_65,sid_65,tst_65,rid_65,sys_id_66,sid_66,tst_66,rid_66,sys_id_67,sid_67,tst_67,rid_67,sys_id_68,sid_68,tst_68,rid_68,sys_id_69,sid_69,tst_69,rid_69,sys_id_70,sid_70,tst_70,rid_70,sys_id_71,sid_71,tst_71,rid_71,sys_id_72,sid_72,tst_72,rid_72,sys_id_73,sid_73,tst_73,rid_73,sys_id_74,sid_74,tst_74,rid_74,sys_id_75,sid_75,tst_75,rid_75,sys_id_76,sid_76,tst_76,rid_76,sys_id_77,sid_77,tst_77,rid_77,sys_id_78,sid_78,tst_78,rid_78,sys_id_79,sid_79,tst_79,rid_79,sys_id_80,sid_80,tst_80,rid_80,sys_id_81,sid_81,tst_81,rid_81,sys_id_82,sid_82,tst_82,rid_82,sys_id_83,sid_83,tst_83,rid_83,sys_id_84,sid_84,tst_84,rid_84,sys_id_85,sid_85,tst_85,rid_85,sys_id_86,sid_86,tst_86,rid_86,sys_id_87,sid_87,tst_87,rid_87,sys_id_88,sid_88,tst_88,rid_88,sys_id_89,sid_89,tst_89,rid_89,sys_id_90,sid_90,tst_90,rid_90,sys_id_91,sid_91,tst_91,rid_91,sys_id_92,sid_92,tst_92,rid_92,sys_id_93,sid_93,tst_93,rid_93,sys_id_94,sid_94,tst_94,rid_94,sys_id_95,sid_95,tst_95,rid_95,sys_id_96,sid_96,tst_96,rid_96,sys_id_97,sid_97,tst_97,rid_97,sys_id_98,sid_98,tst_98,rid_98,sys_id_99,sid_99,tst_99,rid_99
mr,en,ad,nucleus,2706,system,2214,greedy,1861,cal,13938,nucleus,2265,system,28415,greedy,355,system,22709,exact,72,system,27076,nucleus,2424,repeat,2155,greedy,2398,system,24825,dagger,2690,ref,25249,greedy,594,system,9684,lols,1800,system,6315,greedy,2232,system,26074,lols,1444,system,8205,exact,1920,ref,21011,exact,1770,cal,7610,dagger,1688,system,24443,dagger,399,system,21386,exact,1014,system,2284,dagger,1257,system,6801,exact,2071,system,9618,greedy,85,repeat,9512,nucleus,1432,system,4647,dagger,736,system,5946,lols,1478,system,12940,nucleus,445,system,18967,exact,2791,cal,27142,dagger,1801,ref,23199,greedy,1590,system,29736,dagger,595,repeat,5955,exact,2676,system,21720,nucleus,1808,system,11989,lols,1592,system,17317,nucleus,1887,system,29973,lols,1548,system,16243,exact,683,cal,7834,exact,1036,ref,6628,lols,771,system,4234,nucleus,2222,system,2030,greedy,1387,system,4797,exact,2444,system,22527,greedy,2763,repeat,8409,lols,938,system,23917,greedy,553,system,6941,dagger,153,repeat,19124,nucleus,1349,system,14143,nucleus,2651,cal,9579,nucleus,732,system,23756,exact,2234,ref,11915,dagger,1583,system,9791,exact,706,system,13291,lols,1186,system,27573,greedy,986,system,24092,lols,379,system,5328,nucleus,2265,repeat,852,nucleus,2424,system,10233,dagger,2690,system,14249,greedy,594,ref,19189,greedy,1861,system,27219,greedy,374,system,9080,nucleus,2706,cal,19861,nucleus,2223,system,5482,greedy,2509,system,1080,dagger,812,system,20727,lols,1444,repeat,15723,greedy,913,system,25772,exact,368,system,22502,exact,1770,system,29547,greedy,85,system,7667,exact,2071,cal,9815,exact,1014,ref,4325,exact,1920,system,27340,greedy,297,system,9478,dagger,1801,system,27485,exact,2791,system,5284,lols,1478,ref,13867,lols,2118,system,27920,exact,1742,system,1008,greedy,1590,repeat,14967,dagger,595,system,13795,lols,2155,system,28009,nucleus,1432,cal,28260,exact,1036,system,4661,lols,1115,system,9370,nucleus,1887,cal,1537,dagger,2620,system,10575,nucleus,2222,ref,119,exact,2444,repeat,14690,nucleus,1050,system,18793,greedy,2763,system,3345,exact,1116,system,2738,exact,683,system,21286,nucleus,1349,repeat,15926,exact,2904,system,19569,exact,2234,system,25664,exact,876,system,5241,dagger,153,system,9822,dagger,1583,ref,17441,lols,1393,system,24934,nucleus,2651,system,13837,exact,1876,system,26893,nucleus,732,cal,2748
mr,en,ad,greedy,2892,system,19605,exact,543,repeat,18199,lols,441,system,15981,greedy,2817,system,7520,dagger,1249,cal,17032,nucleus,1797,ref,18651,nucleus,23,system,13376,lols,1576,system,17768,lols,2300,system,11507,greedy,1117,system,3613,nucleus,2944,cal,2916,exact,5,system,863,nucleus,2192,system,13794,exact,1673,system,8309,exact,1516,system,29341,dagger,2529,system,27320,exact,1095,system,18167,dagger,1851,ref,20917,lols,182,system,8433,greedy,964,repeat,19855,dagger,2897,repeat,2496,dagger,1660,system,22907,nucleus,2257,cal,6392,exact,1363,system,12418,greedy,1732,system,15235,dagger,94,system,2169,nucleus,832,system,29224,dagger,565,system,1111,greedy,217,system,27492,nucleus,1021,ref,29344,dagger,2660,system,24075,dagger,2177,system,17635,exact,507,system,8709,lols,1761,ref,9657,exact,2505,cal,7935,dagger,500,repeat,25195,exact,1562,system,22173,greedy,1914,system,18882,lols,2335,system,28196,exact,1111,system,4296,dagger,236,system,13699,nucleus,764,system,25236,dagger,1943,ref,16888,exact,51,system,4681,lols,2893,system,13559,greedy,725,system,29519,nucleus,2936,system,5583,lols,1673,system,7117,dagger,2653,cal,11836,lols,1371,repeat,22293,exact,543,system,14781,dagger,1249,system,11566,dagger,466,system,29820,greedy,2892,ref,23977,lols,193,system,20358,greedy,1117,cal,25508,nucleus,1797,system,22828,lols,441,repeat,18916,dagger,430,system,21715,greedy,2521,system,22941,lols,940,system,12100,greedy,1243,system,4671,lols,182,repeat,13149,exact,5,ref,9977,dagger,1851,system,26468,lols,1988,system,26453,greedy,964,system,22499,exact,829,system,25740,exact,1095,cal,6470,nucleus,2944,system,22270,nucleus,2257,system,18501,lols,46,system,11793,dagger,2897,system,2731,dagger,565,repeat,28671,nucleus,1021,system,11341,greedy,1732,cal,17587,greedy,7,system,12554,nucleus,1312,system,17097,greedy,217,ref,3446,nucleus,2210,system,23373,dagger,64,system,2848,exact,2505,system,21768,lols,1441,system,5585,exact,1111,cal,28553,dagger,500,system,3833,dagger,926,system,12221,dagger,2660,repeat,5261,lols,1761,system,17174,exact,507,ref,20673,greedy,2052,system,11574,lols,2660,system,24702,dagger,337,system,16273,nucleus,2119,system,26827,dagger,236,cal,24637,lols,1673,ref,22000,exact,51,repeat,14999,dagger,1943,system,25259,greedy,2302,system,20941,dagger,2653,system,25827,lols,1371,system,18014
mr,en,ad,lols,1139,cal,7148,nucleus,2776,system,5880,dagger,381,system,22784,dagger,1971,repeat,9588,lols,2981,system,17027,greedy,1749,system,23293,nucleus,568,system,18169,exact,1600,ref,4263,dagger,75,system,20675,exact,555,system,4573,exact,350,system,8406,greedy,15,system,16811,exact,885,system,27270,nucleus,1305,repeat,22574,nucleus,165,ref,2897,greedy,1674,system,14724,nucleus,1575,system,21282,nucleus,621,cal,27004,nucleus,2300,system,12943,dagger,2120,system,2554,nucleus,2952,system,1742,exact,1001,cal,1813,lols,2950,system,13265,greedy,159,system,95,dagger,1554,system,18799,nucleus,1544,system,23241,greedy,465,system,13009,exact,23,system,18267,greedy,1267,ref,2289,dagger,1049,repeat,28231,exact,2560,repeat,18038,greedy,817,system,29653,nucleus,2761,system,11976,nucleus,1499,cal,20707,nucleus,1949,ref,29297,greedy,1064,system,23443,greedy,442,system,267,exact,1923,system,3040,nucleus,1895,system,17327,nucleus,1569,system,13774,lols,79,system,12934,dagger,286,ref,4373,nucleus,1999,repeat,23696,nucleus,455,system,12293,exact,1122,system,20516,dagger,1551,system,24800,lols,1539,system,27721,greedy,2542,cal,22843,dagger,2935,system,22375,exact,1499,system,12508,exact,2236,system,1132,exact,555,repeat,10839,exact,266,system,23991,dagger,381,cal,10702,exact,1600,system,29800,nucleus,2776,ref,18664,exact,2933,system,21682,dagger,1971,system,6784,dagger,1014,system,23059,lols,1139,system,9761,nucleus,165,system,21230,exact,769,system,16070,greedy,651,system,26386,nucleus,1857,system,5490,greedy,1674,cal,3918,exact,2109,system,11680,nucleus,621,system,3886,exact,885,repeat,759,exact,350,ref,25636,nucleus,1305,system,343,dagger,753,system,27605,dagger,2210,system,14214,greedy,159,cal,9052,dagger,2127,system,21435,dagger,1049,system,25484,nucleus,885,system,7360,exact,1001,system,3714,greedy,1267,system,14145,lols,2950,ref,8934,nucleus,1544,repeat,11758,greedy,442,cal,7592,nucleus,331,system,23104,nucleus,2142,system,15611,dagger,1778,system,13625,nucleus,1499,system,20914,nucleus,1781,system,29237,exact,2560,system,24414,nucleus,1949,system,21939,nucleus,1569,repeat,8006,nucleus,2761,ref,21021,lols,79,repeat,11102,dagger,286,system,5370,nucleus,2481,system,16284,greedy,1393,system,15439,nucleus,1999,system,8697,exact,900,system,8347,dagger,1611,system,2836,lols,1539,ref,29428,greedy,2542,system,11927,nucleus,455,cal,727
mr,en,ad,lols,1247,system,1116,dagger,765,system,24203,exact,1013,system,11887,dagger,1808,system,6704,dagger,2764,system,6113,exact,1613,repeat,26474,exact,2598,ref,1041,exact,2669,system,10701,greedy,1364,system,5087,dagger,2754,cal,28205,nucleus,2746,system,11266,exact,423,system,3913,nucleus,553,system,3019,nucleus,1369,cal,11109,lols,127,ref,28762,greedy,337,system,2780,exact,2264,repeat,28700,exact,2073,system,11060,lols,2304,system,15547,nucleus,1025,system,28074,lols,2422,system,18094,lols,1805,system,16505,dagger,1522,system,138,lols,1033,system,27992,dagger,2394,system,20003,greedy,2889,ref,37,greedy,932,cal,20830,nucleus,156,system,22741,greedy,240,repeat,3690,exact,810,system,16560,nucleus,2162,system,3288,nucleus,1038,system,24349,dagger,2822,repeat,18070,exact,1358,cal,25531,dagger,1523,system,8981,lols,822,system,7342,exact,2798,system,14366,dagger,2417,ref,7558,lols,2333,system,22191,lols,1245,system,15497,dagger,1413,repeat,24595,dagger,1247,system,20860,dagger,2989,system,5631,lols,1976,system,9796,exact,2151,system,8659,exact,63,system,23083,nucleus,2529,system,26031,exact,2468,cal,10262,dagger,2423,system,3270,greedy,2056,ref,5052,exact,2598,system,18046,lols,2247,system,19050,exact,1613,system,19336,dagger,765,repeat,1546,dagger,1808,ref,20431,dagger,1933,system,12346,greedy,2215,system,19829,dagger,2764,cal,23204,lols,2963,system,14405,dagger,2754,system,29118,nucleus,553,ref,17183,exact,2264,system,2035,nucleus,2746,repeat,28237,lols,127,system,15013,nucleus,1369,system,28763,lols,2304,cal,26805,nucleus,1529,system,15046,dagger,2901,system,15855,dagger,680,system,23309,dagger,1424,system,12917,dagger,1348,system,1523,greedy,932,system,25098,greedy,2889,system,208,dagger,2805,system,22622,lols,468,system,4852,nucleus,814,system,29958,lols,2422,ref,23732,dagger,2394,repeat,15324,lols,1033,cal,23566,greedy,240,system,12184,dagger,2417,system,18433,dagger,826,system,24103,greedy,1103,system,22870,dagger,1491,system,14905,dagger,1523,cal,11687,exact,1358,system,22060,exact,2798,repeat,26942,dagger,1187,system,25888,lols,2333,ref,5979,dagger,2822,system,57,dagger,1413,system,23410,greedy,2056,system,14416,dagger,2970,system,5876,dagger,166,system,27011,dagger,1247,ref,26947,nucleus,2529,repeat,14169,nucleus,1540,system,9703,exact,2949,system,19881,dagger,2423,cal,10278,exact,2468,system,13429
mr,en,ad,exact,2203,system,2561,exact,783,cal,22655,lols,2711,repeat,281,exact,2763,system,10357,greedy,850,system,1816,greedy,2369,system,7628,lols,675,system,25276,greedy,624,system,22685,greedy,1843,ref,8396,lols,1785,system,11134,exact,2545,system,16642,greedy,689,cal,29091,lols,1538,ref,26953,greedy,2314,system,15252,lols,806,repeat,13589,lols,2576,system,17169,nucleus,2218,system,11559,nucleus,1954,system,7779,exact,723,system,10643,lols,242,system,28265,nucleus,860,system,18936,dagger,2990,system,13487,greedy,2027,system,10904,lols,324,system,27684,exact,1599,system,27036,lols,1927,system,13773,nucleus,1211,cal,845,dagger,1212,repeat,27812,nucleus,1314,system,20018,dagger,1703,ref,14320,lols,2969,system,12162,nucleus,2414,system,7553,dagger,374,cal,10869,lols,2162,system,28068,greedy,1501,system,14570,exact,76,ref,4969,greedy,336,system,5789,greedy,2347,system,28289,dagger,1096,repeat,12127,dagger,440,system,4836,lols,2551,cal,26820,nucleus,2304,system,23702,exact,460,system,29190,dagger,2472,system,21109,exact,1540,ref,23064,greedy,106,repeat,7845,nucleus,423,system,13384,greedy,2011,system,22247,lols,1090,system,7838,greedy,1715,system,501,exact,783,system,4306,lols,2056,system,11690,greedy,850,repeat,26093,greedy,1843,system,28972,greedy,2369,ref,12306,dagger,2546,system,5432,lols,675,cal,5675,lols,2711,system,15184,dagger,2017,system,6637,greedy,447,system,19495,exact,2104,system,9108,dagger,2563,system,21769,lols,806,system,18411,lols,1543,system,25556,greedy,2314,repeat,11258,nucleus,2218,ref,28776,lols,725,system,23578,lols,242,cal,16802,lols,1538,system,22923,greedy,689,system,9718,nucleus,1211,system,19244,nucleus,2622,system,9013,nucleus,248,system,4946,dagger,1703,system,19832,dagger,544,system,762,dagger,1212,system,20645,dagger,2990,cal,9663,dagger,159,system,28514,nucleus,860,ref,6001,nucleus,1314,repeat,3929,dagger,1096,system,24484,nucleus,1015,system,26155,dagger,440,ref,23032,exact,76,system,5857,nucleus,2441,system,6729,dagger,374,system,241,dagger,2698,system,2356,greedy,1511,system,23289,greedy,336,repeat,22864,lols,2969,cal,7410,lols,1161,system,5371,greedy,106,system,23271,greedy,2011,repeat,12022,lols,2551,system,5055,dagger,2472,cal,8740,nucleus,2304,ref,21294,exact,1540,system,18416,lols,1373,system,11954,greedy,1727,system,23640,greedy,796,system,23304
mr,en,ad,dagger,135,system,8262,lols,1914,system,23474,exact,2061,system,27231,exact,2483,cal,5267,exact,210,system,28542,lols,517,ref,5472,dagger,2260,repeat,1908,nucleus,578,system,454,greedy,714,system,18158,exact,1220,system,19691,greedy,2179,system,25162,dagger,2361,system,3331,exact,814,system,16487,greedy,280,system,28280,greedy,1432,repeat,9118,nucleus,1271,system,25206,nucleus,2054,cal,24947,lols,985,system,26383,greedy,767,system,16733,greedy,2606,ref,15967,lols,2709,system,5302,lols,383,cal,19630,exact,1436,ref,13161,greedy,419,system,5649,nucleus,2829,system,13082,exact,875,system,13245,dagger,2809,system,26348,lols,877,system,992,nucleus,348,system,17476,exact,46,repeat,5892,lols,2392,cal,6773,nucleus,575,ref,18540,greedy,2251,system,21204,dagger,773,system,10191,dagger,1789,system,14490,exact,2619,repeat,1355,lols,792,system,11833,lols,2705,system,11312,nucleus,2836,system,14808,nucleus,1199,system,1220,greedy,1579,system,14682,nucleus,2217,system,17192,nucleus,2843,cal,22952,nucleus,2343,ref,26258,greedy,383,system,24761,lols,1071,repeat,6181,greedy,2605,system,2399,nucleus,1566,system,11183,lols,788,system,128,dagger,464,system,21254,greedy,1860,system,15022,dagger,1709,system,3154,dagger,1452,system,22299,exact,2381,system,14160,exact,2483,system,25800,dagger,2260,system,16096,exact,210,cal,21342,nucleus,578,repeat,6194,exact,2061,ref,26514,lols,517,system,18762,exact,2291,system,3043,nucleus,2054,system,29171,dagger,2866,system,29197,greedy,280,repeat,12161,lols,985,ref,5090,greedy,1432,system,24020,greedy,2606,system,5813,dagger,2361,cal,26862,nucleus,422,system,17952,lols,2400,system,28180,lols,2709,repeat,27094,greedy,234,system,11524,dagger,1980,system,9629,exact,435,system,16804,lols,877,ref,13738,lols,383,system,17867,exact,2776,system,23129,exact,46,system,4924,exact,1436,system,19365,exact,875,cal,16719,exact,74,system,13218,lols,2392,system,1079,nucleus,1199,cal,19447,greedy,2251,ref,3863,lols,676,system,1898,exact,392,system,24765,nucleus,575,system,22673,lols,2868,system,704,exact,2619,system,1937,dagger,773,repeat,9135,nucleus,2343,system,4554,nucleus,1339,system,14167,lols,1012,system,11810,lols,1237,system,23595,lols,1145,system,3601,greedy,2605,ref,4634,nucleus,2843,system,10022,greedy,1579,cal,1830,nucleus,1566,repeat,20599,lols,1071,system,3218
mr,en,ad,exact,1264,system,12831,exact,194,system,1100,exact,1204,system,8491,lols,2610,cal,3494,nucleus,2991,system,27096,exact,1020,ref,13684,dagger,515,system,21491,exact,2366,system,26185,exact,339,repeat,23161,exact,1766,system,17779,nucleus,1828,ref,15129,exact,2171,system,13269,lols,1482,system,1453,greedy,1200,system,22285,greedy,2731,system,13411,lols,2787,system,13461,exact,672,system,16551,nucleus,1959,system,23623,exact,197,repeat,8012,exact,1727,cal,13421,lols,2992,system,899,greedy,2886,system,20845,exact,2804,system,5069,lols,2895,system,16263,dagger,536,ref,22300,lols,153,system,2254,greedy,2482,repeat,14899,greedy,1935,cal,25207,dagger,2270,system,11863,exact,2352,system,15493,nucleus,737,system,13311,exact,2892,repeat,1626,exact,2982,system,26916,lols,1437,cal,11074,lols,1131,system,17600,dagger,1404,ref,29034,dagger,325,system,21636,nucleus,1007,system,21343,lols,1361,system,558,greedy,2875,system,1112,exact,2701,cal,10249,exact,1821,repeat,16127,nucleus,1601,system,4002,lols,1671,system,16251,lols,2379,system,23988,dagger,484,system,21494,greedy,2695,system,6419,lols,2877,ref,9591,dagger,2594,system,26144,greedy,144,system,999,exact,194,ref,16086,dagger,806,system,20589,lols,1829,system,14505,greedy,2971,system,803,lols,2610,system,27651,exact,339,system,24252,exact,1204,repeat,8845,exact,2366,cal,24021,exact,1020,system,25575,dagger,605,system,16676,exact,1727,system,21497,exact,197,system,17191,greedy,1200,repeat,26707,lols,1482,cal,12488,lols,2787,ref,29517,greedy,1613,system,21250,lols,101,system,17904,lols,236,system,16128,nucleus,1828,system,27889,greedy,1518,system,23764,exact,2352,cal,29262,exact,2804,repeat,18440,lols,2992,ref,20305,lols,2974,system,18997,dagger,1510,system,20082,dagger,536,system,26265,greedy,2482,system,429,greedy,1935,system,5777,lols,1772,system,8297,lols,1260,system,29568,exact,1267,system,20747,exact,2892,system,24201,lols,1131,repeat,5200,greedy,2498,system,6230,nucleus,737,ref,5354,lols,1437,system,3828,nucleus,1007,cal,28609,lols,407,system,24750,dagger,1404,system,19943,nucleus,1970,system,22171,exact,1386,system,8926,exact,124,system,5242,exact,1821,system,5710,dagger,2594,repeat,18250,nucleus,1601,cal,5415,greedy,2695,ref,26226,nucleus,55,system,22212,dagger,1908,system,15647,exact,2701,system,14011,lols,2877,system,17251
mr,en,ad,nucleus,336,system,25433,dagger,217,system,23639,nucleus,1225,cal,410,nucleus,40,system,16097,nucleus,2556,system,4000,lols,989,system,4475,dagger,2388,ref,17878,dagger,2370,repeat,5902,exact,47,system,7928,exact,320,system,23873,dagger,840,system,832,dagger,1558,repeat,11728,exact,1805,system,18036,dagger,1936,system,22908,nucleus,596,system,15670,lols,2505,ref,22853,nucleus,411,system,7248,lols,1229,cal,18299,lols,1596,system,28312,lols,2102,system,14838,nucleus,2092,ref,12867,nucleus,1,system,28684,greedy,43,system,19688,greedy,816,cal,6146,dagger,66,system,5923,dagger,329,repeat,22292,greedy,2848,system,11875,lols,2566,system,9719,nucleus,2329,system,19432,dagger,1277,system,21648,exact,2705,cal,24868,lols,1364,system,4864,lols,1432,system,5671,lols,2599,ref,11873,lols,2011,system,16168,greedy,1645,system,21707,exact,721,system,25729,nucleus,1556,system,24927,nucleus,1502,repeat,4489,exact,865,system,594,dagger,2077,cal,10929,exact,2195,system,15714,dagger,882,system,29323,dagger,2153,system,27692,nucleus,1185,system,8798,lols,1935,ref,3620,exact,2719,system,19012,lols,2891,system,8164,exact,1479,repeat,22110,nucleus,684,system,26504,dagger,217,cal,23541,dagger,1097,system,9326,dagger,2370,system,20555,exact,320,repeat,2615,greedy,186,system,27402,nucleus,1225,system,5457,nucleus,336,ref,11412,greedy,2943,system,11692,dagger,2388,system,7283,nucleus,656,system,6187,lols,1229,system,23345,nucleus,596,ref,24340,dagger,2706,system,19345,exact,1805,cal,245,exact,932,system,2120,greedy,1050,system,29635,dagger,2962,system,5975,lols,2505,system,8575,nucleus,411,repeat,21821,dagger,1558,system,10885,exact,330,system,26479,lols,707,system,3855,dagger,1277,repeat,8477,nucleus,2092,system,28761,lols,2566,ref,15186,exact,38,system,16428,lols,2763,system,17072,dagger,66,cal,13413,dagger,329,system,16659,greedy,816,system,2743,exact,721,ref,12851,exact,865,repeat,8300,lols,2011,cal,20799,lols,1227,system,15609,dagger,38,system,4993,dagger,2499,system,11008,lols,1242,system,18727,lols,2599,system,19203,nucleus,1502,system,15620,exact,2705,system,29017,greedy,1461,system,24615,lols,1935,system,17464,nucleus,2148,system,29088,dagger,882,cal,26233,exact,2244,system,8789,exact,2719,ref,4195,nucleus,1185,repeat,3375,exact,1479,system,29022,lols,2564,system,11082,dagger,2077,system,18893
mr,en,ad,exact,2698,system,21940,exact,2000,system,8513,dagger,1948,repeat,5732,dagger,972,system,11896,lols,2403,system,5256,exact,109,cal,16699,exact,1670,ref,1038,dagger,2705,system,23481,lols,132,system,25437,lols,1933,system,14082,exact,1999,system,11127,nucleus,1489,system,3952,lols,2931,cal,108,exact,1448,system,8654,dagger,1512,ref,29244,lols,1626,system,10248,greedy,702,system,3092,lols,2598,system,25003,lols,84,system,360,greedy,237,repeat,26938,exact,632,system,26357,nucleus,1449,system,934,exact,1086,ref,2110,dagger,1470,system,4096,greedy,1641,system,16018,lols,1436,system,7910,dagger,979,repeat,29807,dagger,2856,system,25091,nucleus,2623,cal,16007,greedy,1528,system,26675,nucleus,1273,system,10424,lols,787,system,543,greedy,2180,ref,13342,exact,2058,cal,22062,greedy,2811,system,6651,greedy,2857,system,981,nucleus,119,system,29740,dagger,2170,system,8919,greedy,2795,system,27104,greedy,1723,repeat,22918,greedy,705,ref,18371,lols,1296,system,21738,nucleus,799,system,22792,greedy,1639,system,17654,lols,1046,cal,22111,dagger,535,repeat,24228,exact,1229,system,22911,nucleus,1785,system,21876,exact,596,system,19999,lols,1650,system,26907,exact,1670,system,21753,dagger,1948,system,17504,lols,1160,system,19570,exact,2698,ref,29788,greedy,1000,system,9402,dagger,1939,system,23812,exact,109,system,28029,lols,1933,cal,16618,dagger,972,repeat,17832,dagger,527,system,25918,dagger,2212,system,1454,greedy,702,ref,29204,greedy,237,system,9035,lols,1626,cal,26,nucleus,862,system,14314,nucleus,1421,system,2809,dagger,1512,system,4627,lols,2931,system,11534,dagger,2696,system,22361,exact,1448,repeat,8674,dagger,1090,system,16042,nucleus,2748,system,29804,greedy,1528,ref,27719,dagger,1470,repeat,10759,lols,1297,system,16565,dagger,979,system,24398,exact,1910,system,25796,greedy,1641,cal,4800,nucleus,2623,system,25876,exact,1086,system,6766,lols,960,system,1402,nucleus,2071,system,16716,greedy,2857,repeat,28019,exact,2729,system,5558,greedy,1723,system,2827,lols,787,cal,18870,greedy,2180,system,12841,exact,2058,system,8518,greedy,2795,ref,11440,exact,2749,system,24299,greedy,1639,repeat,25483,greedy,705,system,28087,lols,287,system,23612,dagger,1806,system,14427,greedy,244,system,23421,dagger,535,system,15014,lols,1046,system,21179,exact,596,cal,7245,lols,678,system,6220,nucleus,799,ref,6284
